MAPA	CVE_ENT	NOM_ENT	NOM_ABR	CVE_MUN	NOM_MUN	CVE_LOC	NOM_LOC	AMBITO	LATITUD	LONGITUD	LAT_DECIMAL	LON_DECIMAL	ALTITUD	CVE_CARTA	POB_TOTAL	POB_MASCULINA	POB_FEMENINA	TOTAL DE VIVIENDAS HABITADAS
"010012150"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2150"	"El Plan del Jaral"	"R"	"21°51´12.000"N"	"102°21´26.459"W"	"21.85333300"	"-102.35735000"	"1866"	"F13D18"	"0"	"0"	"0"	"0"
"010012151"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2151"	"Playas de Guadalupe"	"R"	"21°53´33.310"N"	"102°21´12.079"W"	"21.89258600"	"-102.35335500"	"1880"	"F13D18"	"147"	"74"	"73"	"34"
"010012152"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2152"	"Potrero del Molino"	"R"	"21°49´56.125"N"	"102°21´43.666"W"	"21.83225600"	"-102.36212900"	"1861"	"F13D18"	"12"	"4"	"8"	"3"
"010012154"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2154"	"Prohico"	"R"	"21°49´25.031"N"	"102°17´17.657"W"	"21.82361900"	"-102.28823800"	"1879"	"F13D19"	"-"	"-"	"-"	"-"
"010012155"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2155"	"La Providencia"	"R"	"21°50´33.601"N"	"102°20´34.483"W"	"21.84266700"	"-102.34291200"	"1858"	"F13D18"	"5"	"*"	"*"	"1"
"010012156"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2156"	"La Providencia (Granja Mary Chuy)"	"R"	"21°53´40.618"N"	"102°19´43.800"W"	"21.89461600"	"-102.32883300"	"1849"	"F13D19"	"-"	"-"	"-"	"-"
"010012157"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2157"	"La Purísima"	"R"	"21°54´06.130"N"	"102°23´17.985"W"	"21.90170300"	"-102.38832900"	"1905"	"F13D18"	"0"	"0"	"0"	"0"
"010012159"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2159"	"Rancho Alegre (Número Quince)"	"R"	"21°47´57.031"N"	"102°14´48.657"W"	"21.79917500"	"-102.24684900"	"1972"	"F13D19"	"52"	"27"	"25"	"12"
"010012160"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2160"	"La Loma [Rancho]"	"R"	"21°48´02.471"N"	"102°15´01.160"W"	"21.80068600"	"-102.25032200"	"1967"	"F13D19"	"11"	"*"	"*"	"2"
"010012161"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2161"	"Los Ángeles [Fraccionamiento]"	"R"	"21°45´27.323"N"	"102°17´31.464"W"	"21.75759000"	"-102.29207300"	"1862"	"F13D19"	"0"	"0"	"0"	"0"
"010012162"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2162"	"Las Jaboneras"	"R"	"21°44´48.117"N"	"102°07´10.923"W"	"21.74669900"	"-102.11970000"	"1970"	"F13D29"	"-"	"-"	"-"	"-"
"010012163"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2163"	"Rancho del Carmen"	"R"	"21°53´36.857"N"	"102°21´42.778"W"	"21.89357100"	"-102.36188300"	"1875"	"F13D18"	"7"	"*"	"*"	"1"
"010012164"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2164"	"Doña María [Rancho]"	"R"	"21°53´28.637"N"	"102°20´14.115"W"	"21.89128800"	"-102.33725400"	"1863"	"F13D18"	"1"	"*"	"*"	"1"
"010012165"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2165"	"El Chiflido [Rancho]"	"R"	"21°57´03.730"N"	"102°14´32.415"W"	"21.95103600"	"-102.24233700"	"2010"	"F13D19"	"20"	"11"	"9"	"5"
"010012166"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2166"	"El Coyote [Rancho]"	"R"	"21°57´06.579"N"	"102°10´55.116"W"	"21.95182800"	"-102.18197600"	"2013"	"F13D19"	"3"	"*"	"*"	"1"
"010012167"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2167"	"El Duraznillo [Rancho]"	"R"	"21°47´06.955"N"	"102°09´23.618"W"	"21.78526500"	"-102.15656100"	"2003"	"F13D19"	"0"	"0"	"0"	"0"
"010012168"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2168"	"El Gigante [Rancho]"	"R"	"21°46´32.112"N"	"102°14´48.608"W"	"21.77558600"	"-102.24683500"	"1940"	"F13D19"	"0"	"0"	"0"	"0"
"010012169"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2169"	"La Rinconada (La Escondida)"	"R"	"21°47´26.659"N"	"102°12´41.154"W"	"21.79073800"	"-102.21143200"	"1982"	"F13D19"	"-"	"-"	"-"	"-"
"010012170"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2170"	"El Niágara [Rancho]"	"R"	"21°47´37.080"N"	"102°21´01.164"W"	"21.79363300"	"-102.35032300"	"1860"	"F13D18"	"6"	"*"	"*"	"1"
"010012172"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2172"	"El Quihuihui [Rancho]"	"R"	"22°03´21.682"N"	"102°07´21.053"W"	"22.05602300"	"-102.12251400"	"1972"	"F13B89"	"0"	"0"	"0"	"0"
"010012173"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2173"	"El Refugio Número Dos [Rancho]"	"R"	"21°47´53.297"N"	"102°14´54.177"W"	"21.79813800"	"-102.24838200"	"1964"	"F13D19"	"132"	"73"	"59"	"32"
"010012174"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2174"	"El Zapote [Rancho]"	"R"	"21°45´34.511"N"	"102°13´40.309"W"	"21.75958600"	"-102.22786300"	"1980"	"F13D19"	"9"	"*"	"*"	"2"
"010012175"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2175"	"La Chiripa [Rancho]"	"R"	"21°48´36.009"N"	"102°22´10.483"W"	"21.81000300"	"-102.36957800"	"1855"	"F13D18"	"0"	"0"	"0"	"0"
"010012176"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2176"	"San Miguelito de Arriba [Rancho]"	"R"	"21°47´01.843"N"	"102°13´36.087"W"	"21.78384500"	"-102.22669000"	"1983"	"F13D19"	"57"	"27"	"30"	"10"
"010012177"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2177"	"La Herradura [Rancho]"	"R"	"21°54´04.794"N"	"102°21´23.314"W"	"21.90133200"	"-102.35647600"	"1882"	"F13D18"	"4"	"*"	"*"	"2"
"010012178"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2178"	"La Loma [Rancho]"	"R"	"21°40´57.392"N"	"102°18´15.233"W"	"21.68260800"	"-102.30423100"	"1841"	"F13D29"	"0"	"0"	"0"	"0"
"010012179"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2179"	"La Palma [Rancho]"	"R"	"21°46´51.798"N"	"102°15´07.942"W"	"21.78105400"	"-102.25220600"	"1966"	"F13D19"	"64"	"32"	"32"	"13"
"010012180"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2180"	"La Soledad [Rancho]"	"R"	"21°56´39.090"N"	"102°16´26.556"W"	"21.94419100"	"-102.27404300"	"1936"	"F13D19"	"3"	"*"	"*"	"1"
"010012181"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2181"	"Rancho Nuevo 1880"	"R"	"21°43´35.350"N"	"102°07´47.512"W"	"21.72648500"	"-102.12986400"	"1990"	"F13D29"	"5"	"3"	"2"	"3"
"010012182"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2182"	"Porvenir [Rancho]"	"R"	"21°43´32.018"N"	"102°08´05.164"W"	"21.72556000"	"-102.13476700"	"1988"	"F13D29"	"10"	"4"	"6"	"3"
"010012184"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2184"	"Rancho San Martín"	"R"	"21°38´10.619"N"	"102°18´45.971"W"	"21.63628300"	"-102.31277000"	"1818"	"F13D29"	"8"	"*"	"*"	"2"
"010012185"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2185"	"San Martín [Rancho]"	"R"	"21°54´04.857"N"	"102°21´07.212"W"	"21.90134900"	"-102.35200300"	"1891"	"F13D18"	"0"	"0"	"0"	"0"
"010012186"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2186"	"Santa Teresa [Rancho]"	"R"	"21°46´23.269"N"	"102°13´58.763"W"	"21.77313000"	"-102.23298900"	"1944"	"F13D19"	"34"	"18"	"16"	"7"
"010012187"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2187"	"La Luz [Rancho]"	"R"	"21°49´51.229"N"	"102°18´20.565"W"	"21.83089600"	"-102.30571300"	"1861"	"F13D19"	"-"	"-"	"-"	"-"
"010012189"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2189"	"San Nicolás [Granja]"	"R"	"21°57´18.352"N"	"102°13´43.856"W"	"21.95509800"	"-102.22884800"	"1996"	"F13D19"	"5"	"*"	"*"	"1"
"010012190"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2190"	"La Laguna del Pedernal"	"R"	"21°48´45.866"N"	"102°10´59.082"W"	"21.81274100"	"-102.18307800"	"2006"	"F13D19"	"-"	"-"	"-"	"-"
"010012191"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2191"	"El Rebozo"	"R"	"21°51´37.928"N"	"102°22´27.725"W"	"21.86053600"	"-102.37436700"	"1891"	"F13D18"	"5"	"*"	"*"	"2"
"010012193"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2193"	"El Rodeo"	"R"	"21°50´36.946"N"	"102°14´31.810"W"	"21.84359600"	"-102.24216900"	"1971"	"F13D19"	"96"	"50"	"46"	"20"
"010012194"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2194"	"El Rosario de María"	"R"	"21°49´49.910"N"	"102°09´52.782"W"	"21.83053000"	"-102.16466200"	"2004"	"F13D19"	"-"	"-"	"-"	"-"
"010012196"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2196"	"La Salada"	"R"	"21°48´59.067"N"	"102°21´45.957"W"	"21.81640800"	"-102.36276600"	"1845"	"F13D18"	"4"	"*"	"*"	"1"
"010012197"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2197"	"El Salero"	"R"	"21°46´55.009"N"	"102°08´26.720"W"	"21.78194600"	"-102.14075500"	"2000"	"F13D19"	"9"	"*"	"*"	"2"
"010012198"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2198"	"San Antonio"	"R"	"21°48´02.933"N"	"102°18´53.116"W"	"21.80081500"	"-102.31475400"	"1860"	"F13D19"	"3"	"*"	"*"	"2"
"010012199"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2199"	"San Cristóbal"	"R"	"21°53´16.713"N"	"102°22´28.222"W"	"21.88797600"	"-102.37450500"	"1898"	"F13D18"	"2"	"*"	"*"	"1"
"010012200"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2200"	"San Francisco"	"R"	"21°49´28.681"N"	"102°18´27.546"W"	"21.82463300"	"-102.30765200"	"1879"	"F13D19"	"11"	"*"	"*"	"1"
"010012202"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2202"	"San Gabriel"	"R"	"21°51´53.130"N"	"102°22´15.052"W"	"21.86475800"	"-102.37084700"	"1890"	"F13D18"	"6"	"*"	"*"	"1"
"010012203"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2203"	"San Isidro"	"R"	"21°38´42.000"N"	"102°19´58.000"W"	"21.64500000"	"-102.33277700"	"1798"	"F13D29"	"-"	"-"	"-"	"-"
"010012205"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2205"	"San José del Refugio"	"R"	"21°54´31.036"N"	"102°21´43.865"W"	"21.90862100"	"-102.36218500"	"1896"	"F13D18"	"6"	"*"	"*"	"1"
"010012206"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2206"	"San Miguelito"	"R"	"21°46´46.646"N"	"102°13´45.005"W"	"21.77962300"	"-102.22916700"	"1970"	"F13D19"	"80"	"39"	"41"	"17"
"010012207"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2207"	"San Miguelito de Abajo"	"R"	"21°46´35.408"N"	"102°13´47.410"W"	"21.77650200"	"-102.22983500"	"1951"	"F13D19"	"2"	"*"	"*"	"1"
"010012208"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2208"	"Santa Isabel (El Tajito)"	"R"	"21°48´43.816"N"	"102°19´32.913"W"	"21.81217100"	"-102.32580900"	"1882"	"F13D19"	"0"	"0"	"0"	"0"
"010012209"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2209"	"Santa Rita"	"R"	"21°54´17.157"N"	"102°19´54.865"W"	"21.90476600"	"-102.33190600"	"1860"	"F13D19"	"29"	"16"	"13"	"8"
"010012210"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2210"	"Santa Rosa"	"R"	"21°48´13.749"N"	"102°19´35.154"W"	"21.80381900"	"-102.32643100"	"1874"	"F13D19"	"7"	"*"	"*"	"1"
"010012211"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2211"	"Santa Teresa"	"R"	"21°50´41.414"N"	"102°14´18.658"W"	"21.84483700"	"-102.23851600"	"1979"	"F13D19"	"3"	"*"	"*"	"1"
"010012212"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2212"	"El Puente [Granja]"	"R"	"21°53´57.520"N"	"102°19´29.083"W"	"21.89931100"	"-102.32474500"	"1850"	"F13D19"	"0"	"0"	"0"	"0"
"010012213"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2213"	"El Sauz de los García"	"R"	"21°54´01.524"N"	"102°21´33.241"W"	"21.90042300"	"-102.35923400"	"1879"	"F13D18"	"0"	"0"	"0"	"0"
"010012214"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2214"	"El Socorro"	"R"	"21°53´33.358"N"	"102°20´54.232"W"	"21.89259900"	"-102.34839700"	"1880"	"F13D18"	"2"	"*"	"*"	"1"
"010012215"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2215"	"El Tanque"	"R"	"21°54´00.457"N"	"102°20´55.772"W"	"21.90012700"	"-102.34882500"	"1885"	"F13D18"	"5"	"*"	"*"	"2"
"010012217"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2217"	"Tanque los Carrizos"	"R"	"21°53´41.175"N"	"102°20´05.661"W"	"21.89477100"	"-102.33490600"	"1860"	"F13D18"	"0"	"0"	"0"	"0"
"010012218"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2218"	"Tartratos Mexicanos"	"R"	"21°48´53.798"N"	"102°17´28.377"W"	"21.81494400"	"-102.29121600"	"1879"	"F13D19"	"-"	"-"	"-"	"-"
"010012219"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2219"	"Aguascalientes [Termo Refrigerados]"	"R"	"21°49´53.090"N"	"102°18´00.349"W"	"21.83141300"	"-102.30009700"	"1868"	"F13D19"	"-"	"-"	"-"	"-"
"010012220"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2220"	"El Ausente (La Tigra)"	"R"	"21°53´37.780"N"	"102°21´50.343"W"	"21.89382700"	"-102.36398400"	"1878"	"F13D18"	"5"	"*"	"*"	"1"
"010012221"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2221"	"Las Trojes (Las Jaboneras)"	"R"	"21°44´46.982"N"	"102°07´05.117"W"	"21.74638400"	"-102.11808700"	"1970"	"F13D29"	"-"	"-"	"-"	"-"
"010012223"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2223"	"Urbacon"	"R"	"21°50´29.412"N"	"102°19´43.285"W"	"21.84150300"	"-102.32869000"	"1844"	"F13D19"	"0"	"0"	"0"	"0"
"010012225"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2225"	"El Quelite [Viñedos]"	"R"	"21°50´47.228"N"	"102°20´27.979"W"	"21.84645200"	"-102.34110500"	"1860"	"F13D18"	"-"	"-"	"-"	"-"
"010012226"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2226"	"Ninguno [Vivero]"	"R"	"22°00´24.765"N"	"102°12´07.942"W"	"22.00687900"	"-102.20220600"	"1912"	"F13B89"	"8"	"5"	"3"	"3"
"010012227"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2227"	"El Zancudo"	"R"	"22°00´22.812"N"	"102°12´27.932"W"	"22.00633700"	"-102.20775900"	"1909"	"F13B89"	"0"	"0"	"0"	"0"
"010012228"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2228"	"Cañada del Tabaco"	"R"	"21°49´54.125"N"	"102°11´55.116"W"	"21.83170100"	"-102.19864300"	"1999"	"F13D19"	"21"	"10"	"11"	"6"
"010012229"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2229"	"Loma del Mezquite"	"R"	"21°49´31.376"N"	"102°12´05.377"W"	"21.82538200"	"-102.20149400"	"1981"	"F13D19"	"2"	"*"	"*"	"1"
"010012230"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2230"	"Maíz Prieto"	"R"	"21°48´45.896"N"	"102°12´11.000"W"	"21.81274900"	"-102.20305600"	"1938"	"F13D19"	"0"	"0"	"0"	"0"
"010012231"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2231"	"San Juanito (Los López)"	"R"	"21°48´54.507"N"	"102°11´31.538"W"	"21.81514100"	"-102.19209400"	"2010"	"F13D19"	"52"	"28"	"24"	"11"
"010012232"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2232"	"San José [Rancho]"	"R"	"21°52´43.631"N"	"102°19´51.174"W"	"21.87878600"	"-102.33088100"	"1860"	"F13D19"	"1"	"*"	"*"	"1"
"010012234"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2234"	"El Puertecito [Ampliación del Ejido]"	"R"	"21°55´36.081"N"	"102°16´17.279"W"	"21.92668900"	"-102.27146600"	"1937"	"F13D19"	"34"	"18"	"16"	"11"
"010012236"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2236"	"Los Pavos [Granja]"	"R"	"21°56´33.393"N"	"102°18´13.815"W"	"21.94260900"	"-102.30383800"	"1886"	"F13D19"	"-"	"-"	"-"	"-"
"010012237"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2237"	"San Antonio [Granja]"	"R"	"21°56´14.210"N"	"102°19´53.165"W"	"21.93728000"	"-102.33143400"	"1861"	"F13D19"	"0"	"0"	"0"	"0"
"010012239"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2239"	"Arizona Ranch"	"R"	"21°56´34.404"N"	"102°17´49.609"W"	"21.94289000"	"-102.29711300"	"1896"	"F13D19"	"0"	"0"	"0"	"0"
"010012243"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2243"	"Liconsa [Centro de Recría]"	"R"	"21°53´09.161"N"	"102°22´34.375"W"	"21.88587800"	"-102.37621500"	"1901"	"F13D18"	"5"	"*"	"*"	"1"
"010012244"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2244"	"El Potrero"	"R"	"21°52´08.314"N"	"102°21´47.135"W"	"21.86897500"	"-102.36309300"	"1883"	"F13D18"	"25"	"12"	"13"	"7"
"010012245"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2245"	"Granja Marcela"	"R"	"21°53´19.278"N"	"102°22´59.203"W"	"21.88868800"	"-102.38311100"	"1917"	"F13D18"	"12"	"6"	"6"	"4"
"010012246"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2246"	"Los Halcones"	"R"	"21°50´56.654"N"	"102°22´38.119"W"	"21.84907000"	"-102.37725500"	"1887"	"F13D18"	"0"	"0"	"0"	"0"
"010012247"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2247"	"Granja Anita"	"R"	"21°51´54.439"N"	"102°22´13.155"W"	"21.86512200"	"-102.37032000"	"1890"	"F13D18"	"0"	"0"	"0"	"0"
"010012249"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2249"	"Santa Rita"	"R"	"21°51´11.195"N"	"102°22´03.891"W"	"21.85311000"	"-102.36774700"	"1875"	"F13D18"	"5"	"*"	"*"	"2"
"010012251"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2251"	"El Socorro"	"R"	"21°51´09.916"N"	"102°22´20.478"W"	"21.85275400"	"-102.37235400"	"1880"	"F13D18"	"0"	"0"	"0"	"0"
"010012253"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2253"	"La Primavera"	"R"	"21°50´58.045"N"	"102°21´03.343"W"	"21.84945700"	"-102.35092900"	"1863"	"F13D18"	"4"	"*"	"*"	"1"
"010012255"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2255"	"Los Pavoreales"	"R"	"21°53´59.116"N"	"102°12´54.097"W"	"21.89975400"	"-102.21502700"	"1964"	"F13D19"	"0"	"0"	"0"	"0"
"010012256"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2256"	"Los Placeres"	"R"	"21°56´34.264"N"	"102°11´43.483"W"	"21.94285100"	"-102.19541200"	"2002"	"F13D19"	"7"	"*"	"*"	"2"
"010012257"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2257"	"Ninguno [Productora de Semillas y Cereales]"	"R"	"21°50´28.202"N"	"102°20´36.932"W"	"21.84116700"	"-102.34359200"	"1852"	"F13D18"	"18"	"7"	"11"	"4"
"010012258"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2258"	"San Martín"	"R"	"21°53´13.193"N"	"102°21´42.454"W"	"21.88699800"	"-102.36179300"	"1871"	"F13D18"	"0"	"0"	"0"	"0"
"010012259"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2259"	"Valle Redondo [Viñedos]"	"R"	"21°51´52.224"N"	"102°21´13.879"W"	"21.86450700"	"-102.35385500"	"1881"	"F13D18"	"3"	"*"	"*"	"1"
"010012260"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2260"	"Bellavista"	"R"	"21°45´41.054"N"	"102°16´07.281"W"	"21.76140400"	"-102.26868900"	"1881"	"F13D19"	"5"	"*"	"*"	"1"
"010012261"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2261"	"El Centinela"	"R"	"21°51´18.901"N"	"102°13´14.019"W"	"21.85525000"	"-102.22056000"	"2009"	"F13D19"	"0"	"0"	"0"	"0"
"010012262"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2262"	"Centro de Parga"	"R"	"21°48´57.130"N"	"102°14´52.502"W"	"21.81586900"	"-102.24791700"	"1950"	"F13D19"	"35"	"17"	"18"	"5"
"010012263"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2263"	"CERESO [Para Varones y Mujeres]"	"R"	"21°52´52.283"N"	"102°22´01.048"W"	"21.88118900"	"-102.36695700"	"1884"	"F13D18"	"1103"	"*"	"*"	"2"
"010012264"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2264"	"Ninguno [Centro de Reeducación para Menores]"	"R"	"21°53´17.664"N"	"102°22´05.048"W"	"21.88824000"	"-102.36806800"	"1883"	"F13D18"	"44"	"*"	"*"	"1"
"010012265"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2265"	"Rinconada [Club]"	"R"	"21°42´40.893"N"	"102°20´53.296"W"	"21.71135900"	"-102.34813700"	"1852"	"F13D28"	"36"	"22"	"14"	"10"
"010012266"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2266"	"Los Cocuyos"	"R"	"21°57´25.579"N"	"102°13´17.502"W"	"21.95710500"	"-102.22152800"	"1987"	"F13D19"	"6"	"*"	"*"	"1"
"010012268"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2268"	"Salto de Montoro [Colonia]"	"R"	"21°45´44.323"N"	"102°16´44.154"W"	"21.76231200"	"-102.27893100"	"1880"	"F13D19"	"0"	"0"	"0"	"0"
"010012269"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2269"	"El Copetillo"	"R"	"21°50´14.013"N"	"102°15´35.811"W"	"21.83722600"	"-102.25994800"	"1961"	"F13D19"	"1"	"*"	"*"	"1"
"010012270"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2270"	"El Copetillo Chico"	"R"	"21°46´08.991"N"	"102°09´01.029"W"	"21.76916400"	"-102.15028600"	"1995"	"F13D19"	"3"	"*"	"*"	"1"
"010012271"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2271"	"El Futuro"	"R"	"21°59´41.698"N"	"102°09´56.034"W"	"21.99491600"	"-102.16556500"	"1942"	"F13D19"	"7"	"*"	"*"	"1"
"010012272"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2272"	"Ejido los Negritos"	"R"	"21°51´20.738"N"	"102°21´37.971"W"	"21.85576100"	"-102.36054800"	"1872"	"F13D18"	"107"	"54"	"53"	"25"
"010012273"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2273"	"Ejido Peñuelas"	"R"	"21°44´21.000"N"	"102°16´15.000"W"	"21.73916600"	"-102.27083300"	"1880"	"F13D29"	"-"	"-"	"-"	"-"
"010012275"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2275"	"Entrada a Cotorina"	"R"	"21°45´32.072"N"	"102°16´16.713"W"	"21.75890900"	"-102.27130900"	"1884"	"F13D19"	"0"	"0"	"0"	"0"
"010012276"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2276"	"Fracción de Cotorina"	"R"	"21°45´30.973"N"	"102°16´05.537"W"	"21.75860400"	"-102.26820400"	"1885"	"F13D19"	"1"	"*"	"*"	"1"
"010012278"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2278"	"Los Girasoles"	"R"	"22°01´58.705"N"	"102°07´07.976"W"	"22.03297300"	"-102.11888200"	"1973"	"F13B89"	"2"	"*"	"*"	"1"
"010012279"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2279"	"El Huizache [Granja]"	"R"	"21°41´09.502"N"	"102°17´12.963"W"	"21.68597200"	"-102.28693400"	"1851"	"F13D29"	"6"	"*"	"*"	"1"
"010012280"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2280"	"El Molino [Granja]"	"R"	"21°50´58.616"N"	"102°21´36.408"W"	"21.84961500"	"-102.36011300"	"1862"	"F13D18"	"0"	"0"	"0"	"0"
